income,debt,age,employment_years,late_payments,credit_history_years,credit_utilization,active_loans,payment_ratio,creditworthy,debt_to_income,late_payment_rate
104221.18,25277.28,33,15,3,5,0.768,2,0.858,1,0.24253496266305946,0.6
41896.65,15479.09,44,14,2,20,0.53,2,1.0,1,0.36945889468489723,0.1
43147.68,16027.4,29,6,1,14,0.522,4,0.8,1,0.371454502304643,0.07142857142857142
83574.15,26532.93,39,7,1,8,0.193,4,0.928,0,0.31747771290524646,0.125
58832.59,16412.55,32,20,2,17,0.476,0,0.996,1,0.278970380192339,0.11764705882352941
86986.71,15021.87,49,29,1,23,0.297,0,0.786,1,0.17269155253716342,0.043478260869565216
64602.05,24438.62,54,30,0,12,0.433,3,0.945,1,0.37829480643416113,0.0
89133.56,27790.67,65,17,0,1,0.224,1,0.835,1,0.3117868286647588,0.0
40796.74,16358.93,24,1,0,21,0.176,0,0.811,1,0.4009862062507936,0.0
64647.48,18968.26,37,27,6,5,0.279,0,0.865,1,0.2934106634937665,1.2
59120.44,10828.79,33,29,0,5,0.396,3,0.927,1,0.18316490878619984,0.0
37608.74,10287.48,49,8,2,15,0.781,2,0.891,1,0.2735396080804621,0.13333333333333333
32163.18,29675.38,47,12,1,20,0.051,3,1.0,1,0.9226506831724973,0.05
88497.5,24036.75,63,0,1,20,0.264,1,0.946,1,0.27160936749625697,0.05
55504.2,24199.11,66,24,2,21,0.661,0,0.906,1,0.43598700638870574,0.09523809523809523
41032.36,21605.05,58,24,0,22,0.203,0,0.848,1,0.5265368601757247,0.0
62246.78,18548.78,30,0,3,4,0.61,1,0.956,1,0.2979877834644619,0.75
107985.37,28305.03,22,21,2,8,0.703,3,1.0,0,0.26211911854355824,0.25
23290.73,33055.65,65,12,1,18,0.289,0,0.891,0,1.4192620840995538,0.05555555555555555
33145.26,32546.5,67,16,1,10,0.665,1,0.899,0,0.9819352752097886,0.1
42909.29,16858.69,33,6,1,18,0.375,1,0.866,1,0.3928913762031485,0.05555555555555555
125451.32,44341.32,23,25,4,11,0.383,1,1.0,1,0.35345439171146226,0.36363636363636365
73814.22,20881.66,54,12,1,11,0.342,1,1.0,1,0.28289481349257634,0.09090909090909091
91806.22,27151.07,49,26,2,1,0.567,3,0.909,1,0.29574325138318514,2.0
38912.47,21622.38,64,4,0,15,0.519,0,0.898,0,0.5556671164796272,0.0
39275.31,21134.91,49,18,2,21,0.546,1,0.874,1,0.538122041557406,0.09523809523809523
79511.64,11157.73,58,9,0,20,0.558,1,0.92,1,0.1403282588561876,0.0
66727.07,28396.04,59,29,1,9,0.53,3,1.0,1,0.42555502586881155,0.1111111111111111
83206.02,114412.82,21,17,1,17,0.724,3,0.943,1,1.3750545934056213,0.058823529411764705
59736.03,14108.18,28,22,1,5,0.263,2,1.0,1,0.236175386948212,0.2
73666.78,18850.1,59,2,2,16,0.213,1,0.89,1,0.25588331674059867,0.125
69793.5,13468.29,29,20,1,10,0.241,3,0.778,0,0.19297341442971053,0.1
92238.96,13107.16,31,3,0,23,0.47,1,1.0,0,0.14210004102387971,0.0
93460.7,49119.88,57,11,0,18,0.33,1,0.955,1,0.52556721702277,0.0
31357.23,11622.47,31,6,3,2,0.34,1,0.994,1,0.37064721596901257,1.5
23644.17,13226.46,28,0,0,21,0.407,2,0.885,1,0.5593962486312694,0.0
102020.39,6414.12,21,18,0,18,0.57,0,0.845,1,0.06287096138330779,0.0
110926.03,11000.32,44,7,4,6,0.354,1,0.951,1,0.09916806722461806,0.6666666666666666
41062.98,5929.33,52,15,1,7,0.355,1,0.801,0,0.14439599853688162,0.14285714285714285
28147.58,27140.98,56,23,1,5,0.335,3,0.921,0,0.9642384887084431,0.2
67962.29,111071.59,65,5,1,8,0.074,1,1.0,1,1.634312057465986,0.125
98816.49,14182.81,52,22,0,23,0.319,3,0.971,1,0.14352675348011246,0.0
145955.94,6092.02,58,9,1,22,0.622,4,0.958,1,0.041738760340963174,0.045454545454545456
82000.16,32309.83,31,10,2,14,0.087,2,1.0,1,0.39402154825063757,0.14285714285714285
54987.99,11221.94,37,17,0,9,0.267,2,0.966,1,0.20407983634244498,0.0
43487.72,41885.82,35,19,0,9,0.793,2,0.807,0,0.9631643139718522,0.0
65335.81,14985.05,24,20,2,23,0.389,2,0.93,1,0.22935431580323257,0.08695652173913043
56810.33,11937.58,68,6,1,5,0.567,1,1.0,1,0.21013044634664152,0.2
41165.75,16033.81,32,17,0,19,0.103,2,0.918,1,0.38949393609979166,0.0
163420.61,29456.86,42,8,0,24,0.579,2,1.0,1,0.18025180544852942,0.0
145142.07,15526.5,38,8,2,21,0.144,6,1.0,1,0.10697449746996167,0.09523809523809523
108376.27,13033.21,23,29,2,18,0.699,0,0.911,1,0.1202588906224582,0.1111111111111111
42948.62,15817.73,65,3,0,22,0.34,1,0.864,1,0.36829425485615136,0.0
95501.88,7874.79,31,12,1,6,0.654,0,0.964,1,0.08245691079589218,0.16666666666666666
86679.65,23299.74,25,13,2,24,0.194,1,1.0,0,0.26880288510625044,0.08333333333333333
79323.37,5635.01,37,7,1,3,0.468,2,0.829,0,0.07103845940988136,0.3333333333333333
114061.37,13486.55,28,24,1,1,0.565,3,0.948,1,0.11823941795543925,1.0
86513.83,29487.67,69,15,1,5,0.353,1,0.797,1,0.3408434235312435,0.2
90685.16,21918.98,30,22,1,15,0.62,1,0.916,1,0.2417041553436086,0.06666666666666667
86573.62,26418.91,35,11,1,6,0.19,0,0.824,1,0.30516120268506736,0.16666666666666666
75773.1,17254.83,34,27,0,16,0.369,2,0.979,1,0.22771709221346362,0.0
29129.82,38501.87,22,22,3,3,0.269,2,0.892,1,1.3217338795776974,1.0
67492.52,32832.74,21,10,1,17,0.293,4,1.0,0,0.48646487047749876,0.058823529411764705
50607.56,24055.49,46,29,2,6,0.309,2,0.902,1,0.47533392244162737,0.3333333333333333
36541.87,32893.55,32,26,2,13,0.553,3,0.896,1,0.9001605555490182,0.15384615384615385
138546.33,29316.4,25,18,1,3,0.438,2,0.827,0,0.21159997525737423,0.3333333333333333
141519.17,13527.44,35,0,2,24,0.31,1,0.967,1,0.0955873327973871,0.08333333333333333
119825.5,7514.52,34,18,2,10,0.56,3,0.974,1,0.06271219398208228,0.2
72910.55,23655.77,41,21,1,15,0.745,1,1.0,1,0.3244492052247583,0.06666666666666667
119362.92,25670.17,69,11,1,12,0.379,2,0.986,1,0.2150598360026715,0.08333333333333333
65353.51,36568.18,36,4,0,15,0.142,2,0.968,1,0.5595442387103615,0.0
71210.91,9793.93,55,17,1,11,0.276,1,0.982,1,0.13753412222930447,0.09090909090909091
39738.69,9986.07,58,24,0,2,0.639,1,0.989,1,0.2512933868730952,0.0
77713.84,24271.6,23,9,0,20,0.071,1,1.0,1,0.3123201736009956,0.0
66790.51,17186.31,45,14,3,16,0.205,2,0.833,1,0.257316645733054,0.1875
36168.69,5283.7,42,0,1,7,0.551,1,0.908,1,0.14608491488079883,0.14285714285714285
63519.6,22970.07,45,21,2,3,0.673,3,0.826,1,0.36162176713959154,0.6666666666666666
62709.25,5399.45,29,26,1,22,0.341,2,0.963,1,0.08610292739906791,0.045454545454545456
145953.75,9737.21,43,24,1,8,0.567,2,1.0,1,0.06671435300566103,0.125
97201.22,43335.17,27,13,4,22,0.436,2,1.0,1,0.4458294865023299,0.18181818181818182
65335.64,58941.36,67,1,2,19,0.336,2,0.898,1,0.9021318226927907,0.10526315789473684
72700.01,8167.76,49,15,0,24,0.638,0,0.975,1,0.11234881535779707,0.0
66306.16,14530.75,22,29,0,16,0.199,0,0.964,1,0.21914630556195683,0.0
59327.68,18505.66,45,2,0,5,0.125,3,0.956,1,0.31192286635850247,0.0
39936.67,57292.47,66,6,2,1,0.265,0,0.849,1,1.4345830536196433,2.0
60728.55,13065.92,57,25,1,6,0.139,0,1.0,1,0.21515283997394963,0.16666666666666666
46462.38,13202.38,34,17,1,11,0.315,1,0.858,1,0.28415203870314004,0.09090909090909091
37030.63,49256.6,64,5,0,15,0.146,0,0.914,0,1.3301583040850238,0.0
81813.08,14108.24,30,0,0,22,0.22,2,1.0,1,0.17244479733558496,0.0
77513.83,28783.52,33,12,1,4,0.319,5,0.914,1,0.3713339929145547,0.25
29089.26,6891.09,28,18,1,16,0.13,1,0.946,1,0.23689464771534238,0.0625
61508.73,16104.04,66,26,0,3,0.072,3,0.948,1,0.2618171436802548,0.0
101743.29,6120.44,56,27,1,12,0.647,2,0.945,1,0.0601557114970432,0.08333333333333333
104693.6,9064.27,46,14,4,2,0.232,1,0.948,1,0.0865790267981997,2.0
103132.43,31057.88,53,13,3,9,0.395,2,0.955,1,0.3011456241261842,0.3333333333333333
66148.24,17425.48,33,28,2,15,0.552,2,0.945,1,0.2634307428285318,0.13333333333333333
44438.97,14628.23,24,24,2,18,0.673,2,0.877,1,0.3291757212194612,0.1111111111111111
39913.83,11063.87,62,6,1,20,0.123,1,0.831,1,0.27719389494819213,0.05
75903.25,15594.92,68,21,0,13,0.507,0,1.0,1,0.20545786906357766,0.0
77096.92,21891.43,22,22,3,7,0.708,1,1.0,0,0.2839468814058979,0.42857142857142855
116011.15,34098.97,23,7,0,22,0.635,1,0.964,1,0.29392838533192717,0.0
106631.41,3267.5,48,30,2,23,0.166,0,0.963,0,0.030642940949575738,0.08695652173913043
61245.13,10482.71,23,9,1,24,0.453,2,0.876,1,0.1711598946724417,0.041666666666666664
37132.58,19961.08,56,17,2,20,0.639,2,0.769,1,0.5375624316974473,0.1
56305.34,16879.68,67,15,3,19,0.536,0,0.923,0,0.29978826164623107,0.15789473684210525
71674.95,23396.03,34,21,5,2,0.289,1,0.807,1,0.3264185046519042,2.5
59349.86,21418.88,35,27,0,14,0.387,3,0.953,1,0.36089183698158683,0.0
50115.73,14764.23,63,12,2,10,0.597,2,1.0,1,0.2946027125615051,0.2
72834.19,12780.46,38,11,5,7,0.604,1,0.897,0,0.17547335942089834,0.7142857142857143
51811.2,15345.09,32,23,1,2,0.509,1,0.901,0,0.2961732212340189,0.5
48996.92,37979.79,25,29,0,6,0.209,0,0.87,1,0.7751464785949811,0.0
74779.3,11184.92,62,28,3,22,0.579,0,0.943,0,0.1495724084071394,0.13636363636363635
54243.9,17279.96,66,23,2,22,0.132,1,0.938,1,0.31856042799282497,0.09090909090909091
72546.97,20278.15,24,21,1,18,0.069,2,0.869,0,0.27951753188313727,0.05555555555555555
73503.21,49630.22,60,23,3,3,0.276,1,1.0,1,0.6752115996022486,1.0
38925.29,14808.06,28,29,0,17,0.143,1,1.0,1,0.3804225992921311,0.0
52343.55,33568.77,27,0,1,4,0.495,1,1.0,1,0.6413162653278197,0.25
124137.14,40091.26,39,18,2,17,0.474,1,0.932,1,0.32295943019148016,0.11764705882352941
38530.55,17269.32,42,1,0,1,0.459,0,0.931,1,0.4481981181166632,0.0
25075.54,15695.98,62,17,0,7,0.13,1,0.904,1,0.6259478360186859,0.0
28122.13,14533.94,55,12,0,3,0.288,3,0.903,1,0.5168150492156889,0.0
65857.07,15242.49,28,9,1,23,0.223,0,1.0,1,0.23144804346746672,0.043478260869565216
65910.65,31362.96,49,27,0,14,0.264,2,1.0,1,0.47584055080628096,0.0
61649.33,20916.29,63,21,1,23,0.168,0,0.858,1,0.3392784641779562,0.043478260869565216
112254.96,20974.56,53,17,3,1,0.201,1,0.966,0,0.1868475121277492,3.0
19523.36,8662.27,32,27,0,18,0.663,1,1.0,1,0.4436874595356537,0.0
77676.87,9597.51,27,3,2,12,0.415,3,0.915,1,0.12355685804538727,0.16666666666666666
131240.89,72501.86,43,20,4,12,0.429,2,0.925,0,0.5524334679534708,0.3333333333333333
39129.86,16035.18,44,4,3,21,0.252,1,0.989,0,0.40979395275117264,0.14285714285714285
54788.17,10878.3,38,7,2,2,0.491,3,0.991,1,0.1985519866788761,1.0
46320.56,45630.95,26,5,3,23,0.75,0,0.97,1,0.9851122266224761,0.13043478260869565
43463.94,21618.45,26,16,0,1,0.121,2,0.958,1,0.4973881797186357,0.0
56124.33,26210.82,46,19,2,9,0.438,1,0.967,1,0.4670135037692209,0.2222222222222222
123563.56,16455.19,67,23,1,4,0.617,0,0.921,0,0.13317186717507976,0.25
148593.04,14632.34,50,13,1,13,0.289,1,0.862,1,0.0984725798731892,0.07692307692307693
55880.45,16121.29,42,29,3,15,0.565,0,0.831,1,0.288496066155516,0.2
153187.76,7327.19,66,11,1,16,0.742,0,0.982,1,0.04783143248520638,0.0625
66048.99,17000.1,54,4,3,20,0.519,1,0.948,1,0.2573862219543402,0.15
143100.65,21819.26,56,1,0,19,0.706,1,0.972,1,0.15247491887702816,0.0
62327.51,59929.74,49,3,4,23,0.283,1,0.882,0,0.9615295075962443,0.17391304347826086
68948.74,19034.84,58,13,1,11,0.336,4,0.947,0,0.27607234011818055,0.09090909090909091
76619.44,3947.79,45,12,2,5,0.135,0,0.946,1,0.051524652229251476,0.4
271746.98,16933.29,51,26,1,4,0.334,1,1.0,1,0.06231270721021445,0.25
95341.56,106809.77,51,3,3,7,0.192,1,1.0,1,1.1202855292067804,0.42857142857142855
47281.46,31611.15,57,8,1,15,0.553,1,0.888,1,0.6685738976757486,0.06666666666666667
100528.0,10625.89,65,30,0,2,0.23,2,0.975,0,0.1057007997771765,0.0
55233.11,26432.41,35,0,2,23,0.522,0,0.888,1,0.47856095736778176,0.08695652173913043
52143.51,11112.42,55,13,1,24,0.5,0,0.757,1,0.21311223582762265,0.041666666666666664
97832.6,7466.28,22,6,0,4,0.109,1,1.0,1,0.07631689232423547,0.0
65915.64,14352.61,47,16,0,19,0.328,4,0.914,1,0.2177421018744565,0.0
73681.11,19103.35,65,30,1,15,0.15,2,1.0,1,0.2592706597389751,0.06666666666666667
65410.36,5330.64,52,7,1,12,0.6,2,0.894,1,0.08149534722022628,0.08333333333333333
75629.75,8528.54,34,11,0,18,0.331,1,0.883,1,0.11276699975869285,0.0
78698.33,18121.33,50,13,0,14,0.294,0,0.902,1,0.2302632088889307,0.0
27187.36,13805.39,38,24,0,8,0.729,1,0.958,0,0.5077870745817173,0.0
87737.11,23266.14,42,30,2,14,0.295,1,0.952,1,0.2651801501097996,0.14285714285714285
41782.54,8173.01,32,2,1,4,0.461,1,0.975,1,0.19560826124979477,0.25
33965.75,28632.59,51,15,1,7,0.534,2,0.905,1,0.8429841825957031,0.14285714285714285
63313.73,8338.88,30,23,1,24,0.278,1,0.943,0,0.13170729318901286,0.041666666666666664
67503.45,52360.32,42,0,2,5,0.601,2,0.881,1,0.7756687991502657,0.4
47575.1,5901.04,67,24,1,15,0.485,0,1.0,1,0.12403631311337233,0.06666666666666667
94476.55,8848.18,58,7,3,8,0.541,0,0.848,1,0.09365477465042912,0.375
35531.1,23609.82,41,16,1,12,0.4,1,0.882,1,0.6644832273698253,0.08333333333333333
54123.18,53097.16,68,30,4,6,0.126,2,0.91,1,0.9810428729427946,0.6666666666666666
49958.56,22090.55,21,19,1,14,0.504,2,1.0,0,0.4421774766926829,0.07142857142857142
63651.51,25951.5,68,30,1,14,0.4,2,0.994,1,0.40771224437566367,0.07142857142857142
73690.67,18206.36,38,18,0,15,0.366,1,0.88,1,0.2470646555391612,0.0
41298.88,9236.96,61,6,1,8,0.099,1,0.998,0,0.22366127120154347,0.125
90045.44,13089.13,67,21,1,14,0.373,1,0.976,1,0.14536138642889634,0.07142857142857142
66869.19,8187.68,50,19,2,18,0.321,1,0.959,1,0.12244323581607613,0.1111111111111111
27743.77,7839.78,50,9,3,18,0.233,2,0.989,1,0.2825780346362444,0.16666666666666666
26924.08,23371.29,57,2,2,14,0.311,2,0.944,0,0.8680441448695739,0.14285714285714285
64640.66,8673.79,32,20,1,8,0.493,2,0.952,1,0.13418473759395402,0.125
58847.65,22155.41,29,17,1,13,0.539,3,0.831,1,0.3764875912632025,0.07692307692307693
62044.27,7722.88,37,23,1,13,0.135,3,1.0,1,0.12447370240636244,0.07692307692307693
64186.64,21824.23,44,3,1,23,0.371,1,0.909,1,0.34001203365684823,0.043478260869565216
71944.08,13101.52,57,16,1,10,0.536,0,0.853,1,0.18210699198599803,0.1
99566.88,44910.51,33,25,3,8,0.769,2,0.905,1,0.4510587255521113,0.375
39424.6,22215.47,48,27,0,18,0.266,3,0.908,0,0.5634925909203898,0.0
38359.42,40190.5,21,29,1,16,0.423,3,0.884,1,1.0477348197652625,0.0625
39741.32,11014.38,22,6,1,11,0.151,2,0.994,1,0.2771518409554589,0.09090909090909091
74024.77,18669.01,68,5,0,1,0.507,1,1.0,1,0.2521995002483628,0.0
113819.47,9513.06,62,17,1,17,0.625,0,0.803,1,0.08358025213085248,0.058823529411764705
53532.26,13756.73,63,14,0,18,0.608,2,0.904,1,0.25698018353792645,0.0
21086.27,15180.38,37,7,0,23,0.581,1,0.909,1,0.7199177474252202,0.0
30192.41,11229.72,46,3,5,13,0.4,5,0.928,1,0.3719385103739648,0.38461538461538464
44679.77,8168.58,54,4,0,13,0.379,3,1.0,1,0.18282502349497323,0.0
50572.57,7182.05,33,10,1,6,0.481,0,0.883,0,0.14201473249233726,0.16666666666666666
54088.0,3933.52,57,22,1,12,0.57,1,1.0,1,0.07272444904599912,0.08333333333333333
66138.35,9058.89,54,2,0,1,0.502,2,0.93,1,0.13696879344586005,0.0
56492.13,27065.04,40,3,1,13,0.712,3,1.0,0,0.4790939906142679,0.07692307692307693
104228.97,6368.4,42,8,0,17,0.622,0,0.918,1,0.06110009529980004,0.0
47950.99,7397.13,36,27,0,19,0.512,2,0.91,1,0.15426438536514053,0.0
44094.9,57653.78,60,30,1,16,0.627,2,0.938,1,1.307493156804982,0.0625
80630.84,11901.32,69,13,0,20,0.184,1,1.0,1,0.14760257985654124,0.0
32568.59,22176.91,69,1,0,16,0.584,4,0.951,0,0.6809293862583551,0.0
77458.98,27327.07,58,0,1,19,0.506,4,0.955,1,0.35279408533394063,0.05263157894736842
68069.97,27688.41,38,26,0,11,0.693,0,0.985,1,0.4067639518571846,0.0
60827.27,6691.7,59,13,2,15,0.385,0,0.878,1,0.11001151292832968,0.13333333333333333
132835.5,15489.82,32,2,0,16,0.319,2,0.964,1,0.11660903899936387,0.0
49126.27,6287.25,64,25,0,14,0.643,0,0.896,1,0.1279814241952422,0.0
164271.65,88276.89,34,16,1,14,0.193,1,1.0,1,0.5373835960130674,0.07142857142857142
58729.56,6383.41,40,10,3,19,0.3,1,0.969,1,0.10869160266141957,0.15789473684210525
36588.35,9109.12,25,14,3,6,0.594,0,0.988,1,0.2489623063078822,0.5
67077.66,9152.08,24,6,4,8,0.38,0,0.797,1,0.13644006066997566,0.5
40047.93,6804.22,40,28,1,13,0.426,4,0.989,0,0.16990191503031493,0.07692307692307693
46344.25,43360.89,47,24,2,16,0.727,2,0.928,1,0.935626102483048,0.125
77715.31,86917.8,21,6,0,13,0.448,2,0.839,0,1.1184128326838045,0.0
83462.65,13212.12,62,22,2,5,0.485,0,0.947,1,0.15829979038528014,0.4
49127.15,7630.07,26,5,2,20,0.325,1,0.834,1,0.15531269369381287,0.1
101364.16,4205.4,69,14,0,14,0.067,2,0.983,1,0.04148803679722694,0.0
109427.89,15358.99,34,23,1,11,0.052,0,1.0,0,0.14035717950880713,0.09090909090909091
124054.76,14654.31,39,1,0,22,0.606,4,0.815,1,0.11812775261505484,0.0
82485.56,11787.38,28,22,2,11,0.236,0,0.938,1,0.1429023455741829,0.18181818181818182
120052.63,20785.71,61,7,1,4,0.103,2,0.928,1,0.17313831442093353,0.25
27883.3,23271.61,56,21,0,24,0.359,0,0.801,1,0.8346074532067582,0.0
56335.75,22206.3,24,15,0,10,0.605,0,1.0,1,0.3941777645633545,0.0
44001.99,14656.6,26,0,0,22,0.336,2,0.984,1,0.3330894807257581,0.0
68582.6,8796.18,50,23,1,13,0.385,0,1.0,0,0.1282567298410967,0.07692307692307693
50261.29,27747.99,63,8,1,6,0.789,1,0.975,1,0.5520747676790628,0.16666666666666666
60317.14,18147.01,26,29,0,10,0.186,1,0.878,1,0.3008599214087405,0.0
151618.27,32066.25,31,26,0,22,0.145,1,0.976,1,0.21149331145910055,0.0
60220.53,30081.82,47,5,2,23,0.496,3,1.0,1,0.4995276527788779,0.08695652173913043
78303.62,7143.67,26,18,0,4,0.218,1,0.907,1,0.09123039266894686,0.0
58549.12,7086.04,35,11,2,24,0.113,0,1.0,1,0.12102726736114906,0.08333333333333333
67252.77,11015.14,21,18,0,21,0.568,0,0.775,1,0.1637871570197034,0.0
65176.23,9059.37,45,17,0,16,0.384,0,1.0,1,0.13899806724015795,0.0
79529.9,29408.55,56,9,0,5,0.557,5,0.996,1,0.3697797935116227,0.0
109812.64,22617.48,41,20,2,15,0.284,1,0.762,1,0.20596426786570288,0.13333333333333333
136416.75,36775.85,33,8,1,11,0.149,2,0.967,1,0.2695845634791915,0.09090909090909091
74717.65,23291.49,41,28,1,3,0.173,3,0.801,1,0.3117267472946486,0.3333333333333333
84748.1,20614.49,45,29,1,24,0.642,1,0.897,0,0.24324427332294177,0.041666666666666664
38725.5,39259.6,29,5,0,15,0.492,1,0.988,1,1.0137919458754567,0.0
62479.76,24427.13,26,22,0,3,0.45,0,0.93,0,0.3909606887094317,0.0
99237.66,18814.68,29,28,3,9,0.388,1,1.0,0,0.18959213669487973,0.3333333333333333
95973.6,47118.52,69,3,1,21,0.188,2,0.944,1,0.4909529287220652,0.047619047619047616
71493.87,19399.35,56,22,3,11,0.433,2,0.937,1,0.27134284379905577,0.2727272727272727
96859.8,14769.3,27,29,2,12,0.862,1,1.0,1,0.15248121511710738,0.16666666666666666
81063.46,10441.48,35,6,1,4,0.243,0,0.916,1,0.12880624636550178,0.25
111555.82,28426.97,41,18,2,3,0.72,2,0.938,0,0.2548228321928878,0.6666666666666666
74039.51,40223.63,29,24,1,24,0.579,0,0.947,1,0.5432725040995003,0.041666666666666664
55385.79,17417.75,62,10,1,23,0.674,3,0.935,1,0.31448048317086386,0.043478260869565216
75604.5,42119.76,67,7,1,3,0.829,1,1.0,1,0.5571065214372161,0.3333333333333333
17385.21,5002.12,32,12,1,14,0.23,4,0.893,1,0.28772272523599085,0.07142857142857142
77222.11,17362.75,21,10,0,17,0.152,2,0.882,1,0.2248416936548354,0.0
12586.21,17536.95,34,22,1,22,0.53,1,0.866,1,1.3933463687639092,0.045454545454545456
29929.02,11221.43,49,11,0,14,0.547,1,0.79,0,0.3749347623143023,0.0
79653.27,84764.89,60,11,1,21,0.203,1,1.0,1,1.0641733854743187,0.047619047619047616
80582.01,17241.97,37,29,0,3,0.649,1,0.877,0,0.213967981190839,0.0
38524.5,13809.36,34,17,2,1,0.499,2,0.923,1,0.35845656660047504,2.0
47178.64,18306.33,33,28,0,12,0.516,4,1.0,1,0.3880215707786405,0.0
120437.47,4896.61,21,22,0,7,0.17,1,0.93,1,0.04065686534265457,0.0
52277.9,10984.2,21,27,0,19,0.689,0,0.976,1,0.21011172981317153,0.0
178341.71,34106.15,41,6,2,9,0.832,1,0.841,1,0.19124045631277173,0.2222222222222222
64943.87,11959.87,51,29,0,10,0.411,2,1.0,1,0.18415702667549685,0.0
78101.05,10502.39,21,29,1,13,0.436,1,0.931,1,0.13447181567981478,0.07692307692307693
134556.04,42163.86,30,1,1,24,0.378,1,0.869,1,0.31335538709373434,0.041666666666666664
68947.78,43014.49,65,11,0,2,0.53,0,0.869,1,0.6238705582688812,0.0
41402.14,25189.21,69,12,1,14,0.081,1,1.0,1,0.6084035752741284,0.07142857142857142
61868.42,13390.5,52,13,0,10,0.387,0,0.899,1,0.21643513766797343,0.0
63966.69,15405.36,46,24,1,1,0.608,1,0.87,1,0.24083409662122582,1.0
35172.11,10672.54,49,21,0,20,0.254,3,0.91,1,0.3034375816520533,0.0
57931.59,9428.8,39,6,2,22,0.674,2,0.943,0,0.16275748689100367,0.09090909090909091
46544.13,9129.41,30,18,1,5,0.855,3,0.951,1,0.1961452496802497,0.2
98528.74,12044.84,39,30,3,19,0.688,3,0.971,1,0.12224697078233214,0.15789473684210525
66020.32,9187.13,55,13,2,17,0.414,0,0.956,1,0.13915609618372038,0.11764705882352941
57232.92,6514.06,53,28,1,17,0.532,3,0.985,1,0.1138166635565685,0.058823529411764705
61967.21,20759.07,54,20,4,12,0.288,1,0.921,1,0.33500088191803373,0.3333333333333333
71865.2,20965.09,50,28,5,8,0.904,3,1.0,1,0.29172798517223913,0.625
85794.39,54374.05,23,27,0,2,0.148,0,0.906,1,0.6337716253941545,0.0
41451.2,11657.52,51,0,1,1,0.798,0,1.0,1,0.2812348014050257,1.0
40677.41,21820.22,64,24,0,5,0.662,1,0.898,1,0.5364210749897793,0.0
106857.15,22057.11,52,5,1,13,0.224,2,0.84,1,0.20641679101492041,0.07692307692307693
53991.99,15262.17,49,25,1,4,0.596,2,0.823,1,0.2826747078594436,0.25
34357.09,29200.58,31,25,0,17,0.411,3,0.961,1,0.8499142389532992,0.0
79368.61,29792.92,59,8,0,15,0.382,1,1.0,1,0.37537409310809394,0.0
80070.19,22268.85,43,2,1,9,0.354,1,0.859,1,0.2781166124371629,0.1111111111111111
32640.88,15244.3,33,13,1,3,0.362,2,0.879,1,0.46703091338223723,0.3333333333333333
72071.17,14267.4,45,9,1,13,0.507,2,0.967,1,0.19796265275005248,0.07692307692307693
90504.51,7398.9,26,17,2,20,0.753,2,0.94,1,0.08175172706862896,0.1
76927.33,10660.29,66,2,1,10,0.089,0,0.899,1,0.13857610812698168,0.1
86381.97,12013.93,55,1,0,20,0.17,1,0.85,1,0.1390791388527027,0.0
34552.03,8669.32,37,13,4,7,0.118,1,0.962,1,0.2509062419776783,0.5714285714285714
75441.34,23958.48,59,23,1,2,0.641,6,0.986,1,0.3175776040033223,0.5
56724.62,39180.53,23,9,0,16,0.44,1,0.974,1,0.6907147196402549,0.0
52307.08,9975.49,39,10,0,22,0.205,0,0.942,1,0.19071012948916283,0.0
96171.91,21641.41,52,5,1,22,0.38,1,0.866,1,0.22502838926667879,0.045454545454545456
126477.04,9190.77,22,8,0,24,0.507,1,0.962,1,0.07266749759482038,0.0
145744.31,14763.71,55,9,1,3,0.203,1,0.957,1,0.10129870593232765,0.3333333333333333
117454.48,11492.07,61,8,1,2,0.417,1,0.848,0,0.09784275576376482,0.5
61868.24,26618.43,50,10,2,14,0.475,1,0.919,0,0.430243853712341,0.14285714285714285
76180.94,11578.61,31,8,0,23,0.049,1,0.966,1,0.15198827948303079,0.0
91785.8,34742.06,57,21,2,24,0.576,1,0.935,0,0.3785123624787276,0.08333333333333333
68642.88,15342.91,37,10,1,7,0.713,5,0.803,1,0.2235178652177764,0.14285714285714285
68939.63,11800.35,57,23,0,10,0.538,0,0.895,1,0.17116932597404425,0.0
94167.6,7970.31,51,18,1,16,0.354,0,0.891,1,0.0846396212710104,0.0625
63288.91,21220.22,25,19,2,22,0.393,2,0.979,1,0.33529128562966243,0.09090909090909091
46815.21,32209.57,25,18,0,5,0.271,2,1.0,0,0.6880150703158225,0.0
53940.11,21499.52,21,28,3,24,0.532,0,0.949,1,0.39858131546264924,0.125
86456.98,77139.26,24,7,2,20,0.622,1,0.856,1,0.8922270937522916,0.1
65087.61,45592.06,35,30,3,2,0.256,1,0.929,1,0.7004721789600201,1.5
75753.28,14738.73,22,6,1,21,0.438,1,0.941,0,0.1945622684588707,0.047619047619047616
87875.67,14638.48,66,4,1,16,0.371,1,0.993,1,0.1665817171009905,0.0625
54910.72,24426.65,65,25,0,24,0.603,1,1.0,1,0.44484301061796316,0.0
91350.06,10440.15,29,27,1,6,0.569,2,1.0,0,0.1142872812563013,0.16666666666666666
77081.74,38415.43,36,2,1,24,0.445,2,0.978,1,0.4983726366322296,0.041666666666666664
37289.86,22769.28,57,18,1,2,0.212,1,0.94,1,0.6106024533210904,0.5
124390.33,21265.16,53,15,1,2,0.267,1,1.0,1,0.1709550895153988,0.5
